CURSAT ver 2.1              Date:         03-02-2020      Hour:       13:05:34
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_boot.txt
Dataset pseudoreplicates' file:           pseud_seedbank_boot.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Bootstrap (resampling with replacement)

Bootstrap replicate	Sampling event	Accumulation per n. of events	
 77 	 24 	 26 	
 77 	 25 	 26 	
 77 	 26 	 26 	
 77 	 27 	 26 	
 77 	 28 	 26 	
 77 	 29 	 26 	
 77 	 30 	 26 	
 77 	 31 	 26 	
 77 	 32 	 26 	
 77 	 33 	 26 	
 77 	 34 	 26 	
 77 	 35 	 28 	
 77 	 36 	 28 	
 77 	 37 	 28 	
 77 	 38 	 28 	
 77 	 39 	 28 	
 77 	 40 	 30 	
 77 	 41 	 30 	
 77 	 42 	 30 	
 77 	 43 	 30 	
 77 	 44 	 30 	
 77 	 45 	 30 	
 77 	 46 	 30 	
 77 	 47 	 30 	
 77 	 48 	 30 	
 77 	 49 	 30 	
 77 	 50 	 30 	
 77 	 51 	 30 	
 77 	 52 	 30 	
 77 	 53 	 30 	
 77 	 54 	 30 	
 77 	 55 	 30 	
 77 	 56 	 30 	
 77 	 57 	 31 	
 77 	 58 	 31 	
 77 	 59 	 31 	
 77 	 60 	 31 	
 77 	 61 	 31 	
 77 	 62 	 31 	
 77 	 63 	 31 	
 77 	 64 	 31 	
 77 	 65 	 31 	
 77 	 66 	 31 	
 77 	 67 	 31 	
 77 	 68 	 31 	
 77 	 69 	 31 	
 77 	 70 	 31 	
 77 	 71 	 31 	
 77 	 72 	 31 	
 77 	 73 	 31 	
 77 	 74 	 31 	
 77 	 75 	 31 	
 77 	 76 	 31 	
 77 	 77 	 31 	
 77 	 78 	 31 	
 77 	 79 	 31 	
 77 	 80 	 31 	
 77 	 81 	 33 	
 77 	 82 	 33 	
 77 	 83 	 33 	
 77 	 84 	 33 	
 77 	 85 	 33 	
 77 	 86 	 33 	
 77 	 87 	 33 	
 77 	 88 	 33 	
 77 	 89 	 33 	
 77 	 90 	 33 	
 77 	 91 	 34 	
 77 	 92 	 34 	
 77 	 93 	 34 	
 77 	 94 	 34 	
 77 	 95 	 34 	
 77 	 96 	 34 	
 77 	 97 	 34 	
 77 	 98 	 34 	
 77 	 99 	 34 	
 77 	 100 	 34 	
 77 	 101 	 34 	
 77 	 102 	 34 	
 77 	 103 	 34 	
 77 	 104 	 34 	
 77 	 105 	 34 	
 77 	 106 	 34 	
 77 	 107 	 34 	
 77 	 108 	 34 	
 77 	 109 	 34 	
 77 	 110 	 34 	
 77 	 111 	 34 	
 77 	 112 	 34 	
 77 	 113 	 34 	
 77 	 114 	 34 	
 77 	 115 	 34 	
 77 	 116 	 34 	
 77 	 117 	 34 	
 77 	 118 	 34 	
 77 	 119 	 34 	
 77 	 120 	 34 	
 77 	 121 	 34 	
 78 	 1 	 3 	
 78 	 2 	 7 	
 78 	 3 	 10 	
 78 	 4 	 15 	
 78 	 5 	 17 	
 78 	 6 	 18 	
 78 	 7 	 19 	
 78 	 8 	 20 	
 78 	 9 	 22 	
 78 	 10 	 23 	
 78 	 11 	 23 	
 78 	 12 	 24 	
 78 	 13 	 25 	
 78 	 14 	 26 	
 78 	 15 	 27 	
 78 	 16 	 27 	
 78 	 17 	 27 	
 78 	 18 	 27 	
 78 	 19 	 27 	
 78 	 20 	 27 	
 78 	 21 	 27 	
 78 	 22 	 27 	
 78 	 23 	 27 	
 78 	 24 	 28 	
 78 	 25 	 28 	
 78 	 26 	 28 	
 78 	 27 	 28 	
 78 	 28 	 28 	
 78 	 29 	 28 	
 78 	 30 	 28 	
 78 	 31 	 28 	
 78 	 32 	 28 	
 78 	 33 	 28 	
 78 	 34 	 29 	
 78 	 35 	 29 	
 78 	 36 	 29 	
 78 	 37 	 29 	
 78 	 38 	 29 	
 78 	 39 	 29 	
 78 	 40 	 29 	
 78 	 41 	 29 	
 78 	 42 	 29 	
 78 	 43 	 29 	
 78 	 44 	 29 	
 78 	 45 	 29 	
 78 	 46 	 29 	
 78 	 47 	 29 	
 78 	 48 	 29 	
 78 	 49 	 29 	
 78 	 50 	 29 	
 78 	 51 	 29 	
 78 	 52 	 29 	
 78 	 53 	 29 	
 78 	 54 	 29 	
 78 	 55 	 29 	
 78 	 56 	 29 	
 78 	 57 	 29 	
 78 	 58 	 29 	
 78 	 59 	 29 	
 78 	 60 	 29 	
 78 	 61 	 29 	
 78 	 62 	 29 	
 78 	 63 	 29 	
 78 	 64 	 29 	
 78 	 65 	 29 	
 78 	 66 	 29 	
 78 	 67 	 29 	
 78 	 68 	 29 	
 78 	 69 	 29 	
 78 	 70 	 29 	
 78 	 71 	 29 	
 78 	 72 	 29 	
 78 	 73 	 29 	
 78 	 74 	 29 	
 78 	 75 	 29 	
 78 	 76 	 29 	
 78 	 77 	 29 	
 78 	 78 	 30 	
 78 	 79 	 30 	
 78 	 80 	 30 	
 78 	 81 	 30 	
 78 	 82 	 30 	
 78 	 83 	 30 	
 78 	 84 	 30 	
 78 	 85 	 30 	
 78 	 86 	 30 	
 78 	 87 	 30 	
 78 	 88 	 30 	
 78 	 89 	 30 	
 78 	 90 	 30 	
 78 	 91 	 30 	
 78 	 92 	 30 	
 78 	 93 	 31 	
 78 	 94 	 31 	
 78 	 95 	 31 	
 78 	 96 	 32 	
 78 	 97 	 32 	
 78 	 98 	 32 	
 78 	 99 	 32 	
 78 	 100 	 32 	
 78 	 101 	 32 	
 78 	 102 	 32 	
 78 	 103 	 32 	
 78 	 104 	 32 	
 78 	 105 	 32 	
 78 	 106 	 32 	
 78 	 107 	 32 	
 78 	 108 	 32 	
 78 	 109 	 32 	
 78 	 110 	 32 	
 78 	 111 	 32 	
 78 	 112 	 33 	
 78 	 113 	 33 	
 78 	 114 	 33 	
 78 	 115 	 33 	
 78 	 116 	 33 	
 78 	 117 	 33 	
 78 	 118 	 33 	
 78 	 119 	 33 	
 78 	 120 	 33 	
 78 	 121 	 33 	
 79 	 1 	 3 	
 79 	 2 	 3 	
 79 	 3 	 4 	
 79 	 4 	 8 	
 79 	 5 	 13 	
 79 	 6 	 14 	
 79 	 7 	 14 	
 79 	 8 	 15 	
 79 	 9 	 16 	
 79 	 10 	 16 	
 79 	 11 	 16 	
 79 	 12 	 16 	
 79 	 13 	 16 	
 79 	 14 	 16 	
 79 	 15 	 17 	
 79 	 16 	 17 	
 79 	 17 	 17 	
 79 	 18 	 18 	
 79 	 19 	 19 	
 79 	 20 	 20 	
 79 	 21 	 20 	
 79 	 22 	 23 	
 79 	 23 	 23 	
 79 	 24 	 23 	
 79 	 25 	 23 	
 79 	 26 	 23 	
 79 	 27 	 23 	
 79 	 28 	 23 	
 79 	 29 	 25 	
 79 	 30 	 25 	
 79 	 31 	 26 	
 79 	 32 	 26 	
 79 	 33 	 26 	
 79 	 34 	 26 	
 79 	 35 	 27 	
 79 	 36 	 27 	
 79 	 37 	 27 	
 79 	 38 	 27 	
 79 	 39 	 27 	
 79 	 40 	 27 	
 79 	 41 	 27 	
 79 	 42 	 27 	
 79 	 43 	 27 	
 79 	 44 	 27 	
 79 	 45 	 27 	
 79 	 46 	 27 	
 79 	 47 	 27 	
 79 	 48 	 27 	
 79 	 49 	 29 	
 79 	 50 	 29 	
 79 	 51 	 29 	
 79 	 52 	 29 	
 79 	 53 	 29 	
 79 	 54 	 31 	
 79 	 55 	 31 	
 79 	 56 	 31 	
 79 	 57 	 31 	
 79 	 58 	 31 	
 79 	 59 	 31 	
 79 	 60 	 31 	
 79 	 61 	 31 	
 79 	 62 	 31 	
 79 	 63 	 31 	
 79 	 64 	 31 	
 79 	 65 	 31 	
 79 	 66 	 31 	
 79 	 67 	 31 	
 79 	 68 	 31 	
 79 	 69 	 31 	
 79 	 70 	 31 	
 79 	 71 	 32 	
 79 	 72 	 32 	
 79 	 73 	 32 	
 79 	 74 	 32 	
 79 	 75 	 32 	
 79 	 76 	 32 	
 79 	 77 	 32 	
 79 	 78 	 32 	
 79 	 79 	 32 	
 79 	 80 	 32 	
 79 	 81 	 32 	
 79 	 82 	 32 	
 79 	 83 	 32 	
 79 	 84 	 32 	
 79 	 85 	 32 	
 79 	 86 	 32 	
 79 	 87 	 32 	
 79 	 88 	 32 	
 79 	 89 	 32 	
 79 	 90 	 32 	
 79 	 91 	 32 	
 79 	 92 	 32 	
 79 	 93 	 32 	
 79 	 94 	 32 	
 79 	 95 	 33 	
 79 	 96 	 33 	
 79 	 97 	 33 	
 79 	 98 	 33 	
 79 	 99 	 33 	
 79 	 100 	 33 	
 79 	 101 	 33 	
 79 	 102 	 33 	
 79 	 103 	 33 	
 79 	 104 	 33 	
 79 	 105 	 34 	
 79 	 106 	 34 	
 79 	 107 	 34 	
 79 	 108 	 34 	
 79 	 109 	 34 	
 79 	 110 	 34 	
 79 	 111 	 34 	
 79 	 112 	 34 	
 79 	 113 	 34 	
 79 	 114 	 34 	
 79 	 115 	 34 	
 79 	 116 	 34 	
 79 	 117 	 34 	
 79 	 118 	 34 	
 79 	 119 	 34 	
 79 	 120 	 34 	
 79 	 121 	 34 	
 80 	 1 	 3 	
 80 	 2 	 4 	
 80 	 3 	 6 	
 80 	 4 	 7 	
 80 	 5 	 10 	
 80 	 6 	 11 	
 80 	 7 	 13 	
 80 	 8 	 14 	
 80 	 9 	 14 	
 80 	 10 	 15 	
 80 	 11 	 16 	
 80 	 12 	 17 	
 80 	 13 	 19 	
 80 	 14 	 20 	
 80 	 15 	 21 	
 80 	 16 	 21 	
 80 	 17 	 22 	
 80 	 18 	 25 	
 80 	 19 	 25 	
 80 	 20 	 25 	
 80 	 21 	 25 	
 80 	 22 	 25 	
 80 	 23 	 27 	
 80 	 24 	 27 	
 80 	 25 	 27 	
 80 	 26 	 27 	
 80 	 27 	 27 	
 80 	 28 	 27 	
 80 	 29 	 28 	
 80 	 30 	 28 	
 80 	 31 	 28 	
 80 	 32 	 28 	
 80 	 33 	 28 	
 80 	 34 	 28 	
 80 	 35 	 28 	
 80 	 36 	 28 	
 80 	 37 	 28 	
 80 	 38 	 29 	
 80 	 39 	 29 	
 80 	 40 	 29 	
 80 	 41 	 29 	
 80 	 42 	 29 	
 80 	 43 	 29 	
 80 	 44 	 29 	
 80 	 45 	 29 	
 80 	 46 	 29 	
 80 	 47 	 29 	
 80 	 48 	 30 	
 80 	 49 	 30 	
 80 	 50 	 30 	
 80 	 51 	 30 	
 80 	 52 	 30 	
 80 	 53 	 30 	
 80 	 54 	 30 	
 80 	 55 	 30 	
 80 	 56 	 30 	
 80 	 57 	 30 	
 80 	 58 	 30 	
 80 	 59 	 30 	
 80 	 60 	 30 	
 80 	 61 	 30 	
 80 	 62 	 30 	
 80 	 63 	 30 	
 80 	 64 	 30 	
 80 	 65 	 30 	
 80 	 66 	 30 	
 80 	 67 	 30 	
 80 	 68 	 30 	
 80 	 69 	 30 	
 80 	 70 	 30 	
 80 	 71 	 30 	
 80 	 72 	 30 	
 80 	 73 	 30 	
 80 	 74 	 30 	
 80 	 75 	 30 	
 80 	 76 	 30 	
 80 	 77 	 30 	
 80 	 78 	 30 	
 80 	 79 	 30 	
 80 	 80 	 30 	
 80 	 81 	 30 	
 80 	 82 	 30 	
 80 	 83 	 30 	
 80 	 84 	 30 	
 80 	 85 	 30 	
 80 	 86 	 30 	
 80 	 87 	 30 	
 80 	 88 	 30 	
 80 	 89 	 30 	
 80 	 90 	 30 	
 80 	 91 	 30 	
 80 	 92 	 31 	
 80 	 93 	 31 	
 80 	 94 	 31 	
 80 	 95 	 31 	
 80 	 96 	 31 	
 80 	 97 	 31 	
 80 	 98 	 31 	
 80 	 99 	 31 	
 80 	 100 	 31 	
 80 	 101 	 31 	
 80 	 102 	 31 	
 80 	 103 	 31 	
 80 	 104 	 31 	
 80 	 105 	 31 	
 80 	 106 	 31 	
 80 	 107 	 32 	
 80 	 108 	 32 	
 80 	 109 	 32 	
 80 	 110 	 33 	
 80 	 111 	 33 	
 80 	 112 	 33 	
 80 	 113 	 33 	
 80 	 114 	 33 	
 80 	 115 	 33 	
 80 	 116 	 33 	
 80 	 117 	 33 	
 80 	 118 	 33 	
 80 	 119 	 33 	
 80 	 120 	 33 	
 80 	 121 	 33 	
 81 	 1 	 5 	
 81 	 2 	 8 	
 81 	 3 	 10 	
 81 	 4 	 11 	
 81 	 5 	 13 	
 81 	 6 	 16 	
 81 	 7 	 16 	
 81 	 8 	 18 	
 81 	 9 	 18 	
 81 	 10 	 19 	
 81 	 11 	 19 	
 81 	 12 	 19 	
 81 	 13 	 20 	
 81 	 14 	 20 	
 81 	 15 	 20 	
 81 	 16 	 20 	
 81 	 17 	 20 	
 81 	 18 	 21 	
 81 	 19 	 23 	
 81 	 20 	 23 	
 81 	 21 	 23 	
 81 	 22 	 24 	
 81 	 23 	 25 	
 81 	 24 	 25 	
 81 	 25 	 25 	
 81 	 26 	 25 	
 81 	 27 	 25 	
 81 	 28 	 25 	
 81 	 29 	 25 	
 81 	 30 	 25 	
 81 	 31 	 25 	
 81 	 32 	 26 	
 81 	 33 	 26 	
 81 	 34 	 27 	
 81 	 35 	 27 	
 81 	 36 	 28 	
 81 	 37 	 28 	
 81 	 38 	 28 	
 81 	 39 	 28 	
 81 	 40 	 28 	
 81 	 41 	 28 	
 81 	 42 	 28 	
 81 	 43 	 28 	
 81 	 44 	 28 	
 81 	 45 	 29 	
 81 	 46 	 29 	
 81 	 47 	 29 	
 81 	 48 	 29 	
 81 	 49 	 30 	
 81 	 50 	 30 	
 81 	 51 	 30 	
 81 	 52 	 30 	
 81 	 53 	 30 	
 81 	 54 	 30 	
 81 	 55 	 30 	
 81 	 56 	 30 	
 81 	 57 	 30 	
 81 	 58 	 30 	
 81 	 59 	 30 	
 81 	 60 	 30 	
 81 	 61 	 30 	
 81 	 62 	 30 	
 81 	 63 	 32 	
 81 	 64 	 32 	
 81 	 65 	 32 	
 81 	 66 	 32 	
 81 	 67 	 32 	
 81 	 68 	 33 	
 81 	 69 	 33 	
 81 	 70 	 33 	
 81 	 71 	 33 	
 81 	 72 	 33 	
 81 	 73 	 33 	
 81 	 74 	 33 	
 81 	 75 	 33 	
 81 	 76 	 33 	
 81 	 77 	 33 	
 81 	 78 	 33 	
 81 	 79 	 33 	
 81 	 80 	 33 	
 81 	 81 	 33 	
 81 	 82 	 33 	
 81 	 83 	 33 	
 81 	 84 	 33 	
 81 	 85 	 33 	
 81 	 86 	 33 	
 81 	 87 	 33 	
 81 	 88 	 33 	
 81 	 89 	 33 	
 81 	 90 	 33 	
 81 	 91 	 33 	
 81 	 92 	 33 	
 81 	 93 	 33 	
 81 	 94 	 33 	
 81 	 95 	 33 	
 81 	 96 	 33 	
 81 	 97 	 33 	
 81 	 98 	 33 	
 81 	 99 	 33 	
 81 	 100 	 33 	
 81 	 101 	 33 	
 81 	 102 	 33 	
 81 	 103 	 33 	
 81 	 104 	 33 	
 81 	 105 	 33 	
 81 	 106 	 33 	
 81 	 107 	 33 	
 81 	 108 	 33 	
 81 	 109 	 33 	
 81 	 110 	 33 	
 81 	 111 	 33 	
 81 	 112 	 33 	
 81 	 113 	 33 	
 81 	 114 	 33 	
 81 	 115 	 33 	
 81 	 116 	 33 	
 81 	 117 	 33 	
 81 	 118 	 33 	
 81 	 119 	 34 	
 81 	 120 	 34 	
 81 	 121 	 34 	
 82 	 1 	 3 	
 82 	 2 	 8 	
 82 	 3 	 9 	
 82 	 4 	 11 	
 82 	 5 	 15 	
 82 	 6 	 17 	
 82 	 7 	 18 	
 82 	 8 	 18 	
 82 	 9 	 18 	
 82 	 10 	 19 	
 82 	 11 	 19 	
 82 	 12 	 19 	
 82 	 13 	 19 	
 82 	 14 	 19 	
 82 	 15 	 21 	
 82 	 16 	 21 	
 82 	 17 	 21 	
 82 	 18 	 22 	
 82 	 19 	 22 	
 82 	 20 	 22 	
 82 	 21 	 23 	
 82 	 22 	 24 	
 82 	 23 	 24 	
 82 	 24 	 25 	
 82 	 25 	 25 	
 82 	 26 	 25 	
 82 	 27 	 25 	
 82 	 28 	 25 	
 82 	 29 	 25 	
 82 	 30 	 25 	
 82 	 31 	 26 	
 82 	 32 	 28 	
 82 	 33 	 28 	
 82 	 34 	 28 	
 82 	 35 	 28 	
 82 	 36 	 28 	
 82 	 37 	 30 	
 82 	 38 	 30 	
 82 	 39 	 30 	
 82 	 40 	 30 	
 82 	 41 	 30 	
 82 	 42 	 30 	
 82 	 43 	 31 	
 82 	 44 	 31 	
 82 	 45 	 31 	
 82 	 46 	 31 	
 82 	 47 	 31 	
 82 	 48 	 31 	
 82 	 49 	 31 	
 82 	 50 	 31 	
 82 	 51 	 31 	
 82 	 52 	 32 	
 82 	 53 	 32 	
 82 	 54 	 32 	
 82 	 55 	 32 	
 82 	 56 	 32 	
 82 	 57 	 32 	
 82 	 58 	 32 	
 82 	 59 	 32 	
 82 	 60 	 32 	
 82 	 61 	 32 	
 82 	 62 	 32 	
 82 	 63 	 32 	
 82 	 64 	 32 	
 82 	 65 	 32 	
 82 	 66 	 32 	
 82 	 67 	 32 	
 82 	 68 	 32 	
 82 	 69 	 32 	
 82 	 70 	 32 	
 82 	 71 	 32 	
 82 	 72 	 32 	
 82 	 73 	 32 	
 82 	 74 	 32 	
 82 	 75 	 32 	
 82 	 76 	 32 	
 82 	 77 	 32 	
 82 	 78 	 32 	
 82 	 79 	 32 	
 82 	 80 	 32 	
 82 	 81 	 32 	
 82 	 82 	 32 	
 82 	 83 	 32 	
 82 	 84 	 32 	
 82 	 85 	 32 	
 82 	 86 	 32 	
 82 	 87 	 32 	
 82 	 88 	 32 	
 82 	 89 	 32 	
 82 	 90 	 32 	
 82 	 91 	 32 	
 82 	 92 	 32 	
 82 	 93 	 32 	
 82 	 94 	 32 	
 82 	 95 	 32 	
 82 	 96 	 32 	
 82 	 97 	 32 	
 82 	 98 	 32 	
 82 	 99 	 32 	
 82 	 100 	 32 	
 82 	 101 	 32 	
 82 	 102 	 32 	
 82 	 103 	 32 	
 82 	 104 	 32 	
 82 	 105 	 32 	
 82 	 106 	 32 	
 82 	 107 	 32 	
 82 	 108 	 32 	
 82 	 109 	 32 	
 82 	 110 	 32 	
 82 	 111 	 32 	
 82 	 112 	 32 	
 82 	 113 	 32 	
 82 	 114 	 32 	
 82 	 115 	 32 	
 82 	 116 	 32 	
 82 	 117 	 32 	
 82 	 118 	 32 	
 82 	 119 	 32 	
 82 	 120 	 32 	
 82 	 121 	 33 	
 83 	 1 	 1 	
 83 	 2 	 3 	
 83 	 3 	 8 	
 83 	 4 	 11 	
 83 	 5 	 14 	
 83 	 6 	 15 	
 83 	 7 	 17 	
 83 	 8 	 19 	
 83 	 9 	 19 	
 83 	 10 	 19 	
 83 	 11 	 21 	
 83 	 12 	 23 	
 83 	 13 	 23 	
 83 	 14 	 23 	
 83 	 15 	 23 	
 83 	 16 	 23 	
 83 	 17 	 24 	
 83 	 18 	 24 	
 83 	 19 	 25 	
 83 	 20 	 26 	
 83 	 21 	 26 	
 83 	 22 	 28 	
 83 	 23 	 28 	
 83 	 24 	 28 	
 83 	 25 	 28 	
 83 	 26 	 28 	
 83 	 27 	 28 	
 83 	 28 	 28 	
 83 	 29 	 28 	
 83 	 30 	 28 	
 83 	 31 	 28 	
 83 	 32 	 28 	
 83 	 33 	 29 	
 83 	 34 	 29 	
 83 	 35 	 29 	
 83 	 36 	 29 	
 83 	 37 	 29 	
 83 	 38 	 29 	
 83 	 39 	 29 	
 83 	 40 	 29 	
 83 	 41 	 29 	
 83 	 42 	 29 	
 83 	 43 	 29 	
 83 	 44 	 29 	
 83 	 45 	 29 	
 83 	 46 	 30 	
 83 	 47 	 30 	
 83 	 48 	 30 	
 83 	 49 	 30 	
 83 	 50 	 31 	
 83 	 51 	 31 	
 83 	 52 	 31 	
 83 	 53 	 31 	
 83 	 54 	 31 	
 83 	 55 	 31 	
 83 	 56 	 31 	
 83 	 57 	 31 	
 83 	 58 	 31 	
 83 	 59 	 32 	
 83 	 60 	 32 	
 83 	 61 	 32 	
 83 	 62 	 32 	
 83 	 63 	 32 	
 83 	 64 	 32 	
 83 	 65 	 32 	
 83 	 66 	 32 	
 83 	 67 	 32 	
 83 	 68 	 32 	
 83 	 69 	 32 	
 83 	 70 	 32 	
 83 	 71 	 32 	
 83 	 72 	 32 	
 83 	 73 	 32 	
 83 	 74 	 32 	
 83 	 75 	 32 	
 83 	 76 	 32 	
 83 	 77 	 32 	
 83 	 78 	 32 	
 83 	 79 	 32 	
 83 	 80 	 32 	
 83 	 81 	 32 	
 83 	 82 	 33 	
 83 	 83 	 33 	
 83 	 84 	 33 	
 83 	 85 	 33 	
 83 	 86 	 33 	
 83 	 87 	 33 	
 83 	 88 	 33 	
 83 	 89 	 33 	
 83 	 90 	 33 	
 83 	 91 	 33 	
 83 	 92 	 33 	
 83 	 93 	 33 	
 83 	 94 	 33 	
 83 	 95 	 33 	
 83 	 96 	 33 	
 83 	 97 	 33 	
 83 	 98 	 33 	
 83 	 99 	 33 	
 83 	 100 	 33 	
 83 	 101 	 33 	
 83 	 102 	 33 	
 83 	 103 	 33 	
 83 	 104 	 33 	
 83 	 105 	 33 	
 83 	 106 	 33 	
 83 	 107 	 33 	
 83 	 108 	 33 	
 83 	 109 	 33 	
 83 	 110 	 33 	
 83 	 111 	 33 	
 83 	 112 	 33 	
 83 	 113 	 33 	
 83 	 114 	 33 	
 83 	 115 	 33 	
 83 	 116 	 33 	
 83 	 117 	 33 	
 83 	 118 	 33 	
 83 	 119 	 33 	
 83 	 120 	 33 	
 83 	 121 	 33 	
 84 	 1 	 4 	
 84 	 2 	 8 	
 84 	 3 	 10 	
 84 	 4 	 10 	
 84 	 5 	 13 	
 84 	 6 	 13 	
 84 	 7 	 15 	
 84 	 8 	 15 	
 84 	 9 	 16 	
 84 	 10 	 16 	
 84 	 11 	 16 	
 84 	 12 	 21 	
 84 	 13 	 22 	
 84 	 14 	 23 	
 84 	 15 	 23 	
 84 	 16 	 24 	
 84 	 17 	 25 	
 84 	 18 	 25 	
 84 	 19 	 27 	
 84 	 20 	 29 	
 84 	 21 	 30 	
 84 	 22 	 30 	
 84 	 23 	 30 	
 84 	 24 	 30 	
 84 	 25 	 30 	
 84 	 26 	 30 	
 84 	 27 	 30 	
 84 	 28 	 30 	
 84 	 29 	 30 	
 84 	 30 	 30 	
 84 	 31 	 30 	
 84 	 32 	 30 	
 84 	 33 	 30 	
 84 	 34 	 30 	
 84 	 35 	 30 	
 84 	 36 	 30 	
 84 	 37 	 30 	
 84 	 38 	 30 	
 84 	 39 	 30 	
 84 	 40 	 30 	
 84 	 41 	 30 	
 84 	 42 	 30 	
 84 	 43 	 30 	
 84 	 44 	 30 	
 84 	 45 	 31 	
 84 	 46 	 32 	
 84 	 47 	 32 	
 84 	 48 	 32 	
 84 	 49 	 32 	
 84 	 50 	 32 	
 84 	 51 	 32 	
 84 	 52 	 32 	
 84 	 53 	 32 	
 84 	 54 	 32 	
 84 	 55 	 32 	
 84 	 56 	 32 	
 84 	 57 	 32 	
 84 	 58 	 32 	
 84 	 59 	 32 	
 84 	 60 	 32 	
 84 	 61 	 32 	
 84 	 62 	 32 	
 84 	 63 	 32 	
 84 	 64 	 32 	
 84 	 65 	 32 	
 84 	 66 	 32 	
 84 	 67 	 32 	
 84 	 68 	 32 	
 84 	 69 	 32 	
 84 	 70 	 32 	
 84 	 71 	 32 	
 84 	 72 	 32 	
 84 	 73 	 32 	
 84 	 74 	 32 	
 84 	 75 	 32 	
 84 	 76 	 32 	
 84 	 77 	 32 	
 84 	 78 	 32 	
 84 	 79 	 32 	
 84 	 80 	 32 	
 84 	 81 	 32 	
 84 	 82 	 32 	
 84 	 83 	 32 	
 84 	 84 	 32 	
 84 	 85 	 32 	
 84 	 86 	 32 	
 84 	 87 	 32 	
 84 	 88 	 32 	
 84 	 89 	 32 	
 84 	 90 	 32 	
 84 	 91 	 32 	
 84 	 92 	 32 	
 84 	 93 	 32 	
 84 	 94 	 32 	
 84 	 95 	 32 	
 84 	 96 	 32 	
 84 	 97 	 32 	
 84 	 98 	 32 	
 84 	 99 	 32 	
 84 	 100 	 32 	
 84 	 101 	 32 	
 84 	 102 	 32 	
 84 	 103 	 32 	
 84 	 104 	 32 	
 84 	 105 	 32 	
 84 	 106 	 32 	
 84 	 107 	 32 	
 84 	 108 	 32 	
 84 	 109 	 32 	
 84 	 110 	 32 	
 84 	 111 	 32 	
 84 	 112 	 32 	
 84 	 113 	 32 	
 84 	 114 	 32 	
 84 	 115 	 32 	
 84 	 116 	 32 	
 84 	 117 	 32 	
 84 	 118 	 32 	
 84 	 119 	 32 	
 84 	 120 	 32 	
 84 	 121 	 32 	
 85 	 1 	 4 	
 85 	 2 	 7 	
 85 	 3 	 11 	
 85 	 4 	 12 	
 85 	 5 	 13 	
 85 	 6 	 15 	
 85 	 7 	 15 	
 85 	 8 	 16 	
 85 	 9 	 18 	
 85 	 10 	 19 	
 85 	 11 	 19 	
 85 	 12 	 21 	
 85 	 13 	 21 	
 85 	 14 	 23 	
 85 	 15 	 23 	
 85 	 16 	 23 	
 85 	 17 	 26 	
 85 	 18 	 26 	
 85 	 19 	 27 	
 85 	 20 	 27 	
 85 	 21 	 27 	
 85 	 22 	 28 	
 85 	 23 	 28 	
 85 	 24 	 28 	
 85 	 25 	 28 	
 85 	 26 	 28 	
 85 	 27 	 28 	
 85 	 28 	 28 	
 85 	 29 	 28 	
 85 	 30 	 28 	
 85 	 31 	 28 	
 85 	 32 	 28 	
 85 	 33 	 29 	
 85 	 34 	 30 	
 85 	 35 	 30 	
 85 	 36 	 30 	
 85 	 37 	 30 	
 85 	 38 	 30 	
 85 	 39 	 30 	
 85 	 40 	 30 	
 85 	 41 	 30 	
 85 	 42 	 30 	
 85 	 43 	 30 	
 85 	 44 	 30 	
 85 	 45 	 30 	
 85 	 46 	 30 	
 85 	 47 	 31 	
 85 	 48 	 31 	
 85 	 49 	 31 	
 85 	 50 	 31 	
 85 	 51 	 31 	
 85 	 52 	 31 	
 85 	 53 	 31 	
 85 	 54 	 31 	
 85 	 55 	 31 	
 85 	 56 	 31 	
 85 	 57 	 31 	
 85 	 58 	 31 	
 85 	 59 	 31 	
 85 	 60 	 31 	
 85 	 61 	 31 	
 85 	 62 	 31 	
 85 	 63 	 31 	
 85 	 64 	 32 	
 85 	 65 	 32 	
 85 	 66 	 32 	
 85 	 67 	 32 	
 85 	 68 	 32 	
 85 	 69 	 32 	
 85 	 70 	 32 	
 85 	 71 	 32 	
 85 	 72 	 32 	
 85 	 73 	 33 	
 85 	 74 	 33 	
 85 	 75 	 33 	
 85 	 76 	 33 	
 85 	 77 	 33 	
 85 	 78 	 33 	
 85 	 79 	 33 	
 85 	 80 	 33 	
 85 	 81 	 33 	
 85 	 82 	 33 	
 85 	 83 	 33 	
 85 	 84 	 33 	
 85 	 85 	 33 	
 85 	 86 	 33 	
 85 	 87 	 33 	
 85 	 88 	 33 	
 85 	 89 	 33 	
 85 	 90 	 33 	
 85 	 91 	 33 	
 85 	 92 	 33 	
 85 	 93 	 33 	
 85 	 94 	 33 	
 85 	 95 	 33 	
 85 	 96 	 33 	
 85 	 97 	 33 	
 85 	 98 	 33 	
 85 	 99 	 33 	
 85 	 100 	 33 	
 85 	 101 	 33 	
 85 	 102 	 33 	
 85 	 103 	 33 	
 85 	 104 	 33 	
 85 	 105 	 33 	
 85 	 106 	 33 	
 85 	 107 	 33 	
 85 	 108 	 33 	
 85 	 109 	 33 	
 85 	 110 	 33 	
 85 	 111 	 33 	
 85 	 112 	 33 	
 85 	 113 	 33 	
 85 	 114 	 33 	
 85 	 115 	 33 	
